id,route,milepost_from,segment_from,milepost_to,segment_to,effective_date,jurisdiction_left,jurisdiction_left_code,jurisdiction_right,jurisdiction_right_code,comments,user_update,year
71117,US020 R 320 E OF,0,002098,0.51,002098,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71118,US020 R 320 W ON,0,002099,0.393,002099,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71119,US020 R 322 E OF,0,002100,0.235,002100,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71120,US020 R 322 E ON,0,002101,0.281,002101,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71121,US020 R 322 W OF,0,002102,0.38,002102,1/1/1978,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71122,US020 R 322 W ON,0,002103,0.15,002103,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71123,US020 R 326 E OF,100,025796,100.377,025796,8/1/2011,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71124,US020 R 326 E ON,100,025797,100.365,025797,8/1/2011,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71125,US020 R 326 W OF,100,025798,100.301,025798,8/1/2011,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71126,US020 R 326 W ON,100,025799,100.44,025799,8/1/2011,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71127,US020 R 332 N OF,0,002108,0.321,002108,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71128,US020 R 332 N ON,0,002109,0.33,002109,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71129,US020 R 332 S OF,0,002110,0.346,002110,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71130,US020 R 332 S ON,0,002111,0.293,002111,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71131,US020 R 333 N OF,0,002112,0.245,002112,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71132,US020 R 333 N ON,0,002113,0.34,002113,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71133,US020 R 333 S OF,0,002114,0.339,002114,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71134,US020 R 333 S ON,0,002115,0.233,002115,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71135,US020 R 337 E OF,0,002104,0.311,002104,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71136,US020 R 337 E ON,0,002105,0.515,002105,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71137,US020 R 337 W OF,0,002106,0.252,002106,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71138,US020 R 337 W ON,0,002107,0.341,002107,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71139,US020 R 338 N OF,0,029430,0.229,029430,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71140,US020 R 338 S ON,0,029431,0.308,029431,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71141,US020 R 339 N OF,0,029434,0.466,029434,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71142,US020 R 339 N ON,0,029435,0.303,029435,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71143,US020 R 339 S OF,0,029437,0.427,029437,12/11/2001,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71144,US020 R 339 S ON,0,029436,0.4,029436,12/11/2001,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71145,US020 R 344 E OF,0,008621,0.3,008621,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71146,US020 R 346 E OF,0,002120,0.394,002120,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71147,US020 R 346 E ON,0,002121,0.377,002121,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71148,US020 R 346 W OF,0,002122,0.306,002122,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71149,US020 R 346 W ON,0,002123,0.307,002123,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71150,US020 R1 308 W OF,0,002093,0.05,002093,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71151,US020 R1 309 E OF,0,002094,0.029,002094,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71152,US020 R1 309 W ON,0,002097,0.028,002097,1/1/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71153,US020 RestA BIGLOST,9.977,000072,10.074,000072,3/26/2008,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71154,US020 RestA BIGLOST,10.074,000072,10.13,000072,3/26/2008,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71155,US020 RestA1 TIMMJCT,10,000031,10.179,000031,9/1/2013,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71156,US020 RestA2 TIMMJCT,10,000032,10.157,000032,6/27/2013,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71157,US020 Spur Boise,3.62,002411,3.74,002411,7/24/1995,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71158,US020 Spur1 Boise,3.62,002410,3.81,002410,7/24/1995,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71159,US026,149.992,002240,165.928,002240,7/24/1995,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71160,US026,272,002240,306.104,002240,7/24/1995,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71161,US026,343.455,002240,344.054,002240,4/22/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71162,US026,344.054,002240,346.007,002240,4/22/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71163,US026,346.007,002240,346.651,002240,10/6/2014,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71164,US026,346.651,002240,346.773,002240,10/6/2014,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71165,US026,346.783,002240,368.52,002240,4/22/2010,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71166,US026,368.52,002279,372.38,002279,7/24/1995,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71167,US026,372.9,002240,402.5,002240,7/24/1995,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71168,US026 B Ririe,0,002241,2.974,002241,7/24/1995,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71169,US026 Con frm20,0,015995,0.16,015995,1/1/1978,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71170,US026 RestA1 CLARKHI,9.89,000074,10.057,000074,7/22/2008,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71171,US026 RestA1 CLARKHI,10.057,000074,10.07,000074,7/22/2008,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71172,US026 RestA2 CLARKHI,10,000075,10.181,000075,7/22/2008,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71173,US030,0,002040,0.61,002040,7/24/1995,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71174,US030,21.53,002040,31.175,002040,7/24/1995,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71175,US030,201.811,002040,237.08,002040,6/12/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71176,US030,237.08,002040,261.754,002040,12/16/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71177,US030,330.82,002040,335.778,002040,7/24/1995,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71178,US030,359.493,002040,361.298,002040,10/29/2009,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71179,US030,361.298,002040,362.903,002040,10/29/2009,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71180,US030,362.937,002040,371.77,002040,10/29/2009,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71181,US030,371.77,002040,419.189,002040,10/29/2009,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71182,US030,419.189,002040,455.481,002040,10/29/2009,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71183,US030 B LavaHS,0,002047,0.3,002047,7/24/1995,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71184,US030 B1 LavaHS,0.301,002047,0.446,002047,7/24/1995,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71185,US030 Con frm15 Pocate,100,031217,100.123,031217,9/1/2009,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71186,US030 Con frm24,0,015889,0.061,015889,10/27/1997,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71187,US030 Con frmMain Pocate,100,025523,100.073,025523,9/1/2004,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71188,US030 Con to15B Pocate,100,031216,100.108,031216,12/1/2010,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71189,US030 Con to72,0,016582,0.09,016582,1/1/1978,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71190,US030 Con to81B urley0,100,025320,100.155,025320,1/25/2002,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71191,US030 Con1 frmHawt Pocate,0,003190,1.313,003190,12/1/2010,Pocatello,3000,Pocatello,3000,,SYSTEM,2014
71192,US030 Con1 to30,10,025418,10.08,025418,1/1/1978,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71193,US030 Con1 toMain Pocate,100,025522,100.111,025522,9/1/2004,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71194,US030 RestA HAGERMA,10,000132,10.27,000132,5/20/2013,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71195,US089,0,002380,25.984,002380,1/1/1978,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71196,US089,26.28,002380,30.509,002380,8/20/2008,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71197,US089,30.509,002380,31.254,002380,8/20/2008,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71198,US089,31.254,002380,37.655,002380,10/9/2003,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71199,US089,37.965,002380,40.92,002380,10/9/2003,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71200,US089,40.92,016002,41.4,016002,7/24/1995,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71201,US089,41.58,002380,42.91,002380,7/24/1995,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71202,US089,42.91,016002,43.42,016002,7/24/1995,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71203,US089,43.42,002380,44.24,002380,9/29/1993,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71204,US089 Con frm36,0,016013,0.06,016013,1/1/1978,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71205,US091,0,002350,3.575,002350,4/2/2011,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71206,US091,2.323,001380,2.483,001380,12/13/2006,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71207,US091,2.483,001380,7.23,001380,6/3/2002,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71208,US091,3.575,002350,4.06,002350,4/2/2011,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71209,US091,4.06,002350,13.782,002350,4/2/2011,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71210,US091,13.782,015993,14.652,015993,4/2/2011,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71211,US091,14.746,002350,29.905,002350,4/2/2011,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71212,US091,29.905,002350,30.078,002350,4/2/2011,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71213,US091,30.078,016377,30.642,016377,4/2/2011,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71214,US091,30.642,002350,36.12,002350,4/2/2011,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71215,US091,36.12,002350,42.539,002350,4/2/2011,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71216,US091,77.89,002350,79.912,002350,10/7/2013,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71217,US091,79.912,A02350,80.141,A02350,10/7/2013,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71218,US091,79.912,D02350,80.141,D02350,10/7/2013,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71219,US091,80.134,002350,87.86,002350,10/7/2013,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71220,US091,87.86,002350,97.024,002350,1/1/2010,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71221,US091,100.7,002350,120.561,002350,7/24/1995,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71222,US091,120.561,002350,122.866,002350,6/3/2002,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71223,US091 Con HistSit,0,019485,0.069,019485,10/10/1995,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71224,US091 Con to34,100,025183,100.013,025183,7/10/2008,ITD District 5,3815,ITD District 5,3815,,SYSTEM,2014
71225,US093,0,002220,41.498,002220,12/16/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71226,US093,41.498,017876,41.894,017876,5/1/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71227,US093,41.894,025367,47.025,025367,5/1/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71228,US093,47.025,007580,49.252,007580,5/1/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71229,US093,58.731,002220,73.659,002220,7/24/1995,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71230,US093,82.6,002220,147.987,002220,6/1/2009,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71231,US093,147.987,002220,256.557,002220,6/1/2009,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71232,US093,165.95,002240,188.39,002240,7/17/2009,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71233,US093,188.39,002240,188.636,002240,7/17/2009,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71234,US093,188.636,002240,199.27,002240,7/17/2009,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71235,US093,199.27,007356,201.684,007356,7/24/1995,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71236,US093,201.85,002240,222.835,002240,7/24/1995,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71237,US093,222.835,002240,224.07,002240,10/19/2006,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71238,US093,224.07,002240,226.286,002240,10/19/2006,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71239,US093,226.327,002240,272,002240,10/19/2006,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71240,US093,256.557,002220,257.12,002220,6/1/2009,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71241,US093,257.12,002220,350.819,002220,6/1/2009,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71242,US093 B TwinFL,46.549,002220,58.731,002220,7/24/1995,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71243,US093 B TwinFL,217.199,002043,218.674,002043,7/24/1995,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71244,US093 C1 TwinFa,100,025426,100.055,025426,9/1/2004,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71245,US093 C2 TwinFa,100,025427,100.056,025427,9/1/2004,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71246,US093 C3 TwinFa,100,025424,100.046,025424,9/1/2004,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71247,US093 C4 TwinFa,100,025425,100.046,025425,9/1/2004,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71248,US093 Con to93 Salmon,10,027615,10.04,027615,1/1/1978,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71249,US093 Con toCrtHo uSalmo n,10,027616,10.015,027616,1/1/1978,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71250,US093 POE HOLLIST W,10,000020,10.14,000020,11/30/2009,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71251,US093 R 042 E ON,0,015885,0.63,015885,10/27/1997,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71252,US093 R 044 N ON,100,025792,100.499,025792,12/16/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71253,US093 R 044 S OF,100,025801,100.48,025801,5/1/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71254,US093 R1 042 E ON,0,015884,0.156,015884,10/27/1997,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71255,US093 R1 042 N ON,0,015886,0.627,015886,10/27/1997,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71256,US093 R1 042 N ON,0,015887,0.17,015887,10/27/1997,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71257,US093 R1 042 S ON,0,015882,0.469,015882,10/27/1997,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71258,US093 R2 042 S ON,0,015883,0.181,015883,10/27/1997,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71259,US093 R2 042 W ON,0,015888,0.565,015888,12/16/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71260,US093 Spur Challi,0,002222,0.391,002222,7/24/1995,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71261,US093 Spur LostTP,0,002540,1.022,002540,1/1/1978,ITD District 6,3826,ITD District 6,3826,,SYSTEM,2014
71262,US093 Spur TwinFa,0,002221,0.91,002221,7/24/1995,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2014
71263,US095,0,001540,33.345,001540,5/19/1998,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71264,US095,0,016010,0.03,016010,12/5/2013,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71265,US095,33.345,001541,34.253,001541,6/16/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71266,US095,37,001540,47.99,001540,9/19/2011,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71267,US095,47.99,001540,48.63,001540,9/19/2011,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71268,US095,48.63,016040,49.12,016040,7/24/1995,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71269,US095,49.12,001540,66.04,001540,11/15/2011,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71270,US095,66.04,001540,66.567,001540,11/15/2011,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71271,US095,66.574,001540,82.327,001540,11/15/2011,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71272,US095,81.752,001541,83.002,001541,7/16/1999,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71273,US095,83.872,001540,86.606,001540,7/16/1999,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71274,US095,87.523,008641,91.176,008641,7/24/1995,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71275,US095,91.176,001540,92.08,001540,10/28/2004,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71276,US095,92.08,001540,94.759,001540,10/28/2004,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71277,US095,94.759,001540,102.701,001540,9/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71278,US095,102.701,001540,112.977,001540,9/19/2011,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71279,US095,112.977,001540,113.3,001540,9/19/2011,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71280,US095,113.3,001540,176.97,001540,9/19/2011,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71281,US095,176.97,001540,178.476,001540,9/26/2001,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71282,US095,178.503,001540,178.939,001540,9/26/2001,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71283,US095,178.939,001540,179.399,001540,9/26/2001,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71284,US095,179.399,001540,179.569,001540,9/26/2001,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71285,US095,179.569,001540,180.107,001540,9/26/2001,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71286,US095,180.107,001540,182.415,001540,9/26/2001,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2014
71287,US095,182.415,001540,251.075,001540,7/24/1995,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71288,US095,251.075,001540,261.588,001540,7/24/1995,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71289,US095,263.825,008605,273.735,008605,7/24/1995,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71290,US095,273.735,001540,288,001540,5/1/2011,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71291,US095,288,001540,297.042,001540,5/1/2011,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71292,US095,297.042,001540,304,001540,5/1/2011,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71293,US095,304,001540,323.22,001540,5/1/2011,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71294,US095,323.22,001540,323.36,001540,11/1/2005,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71295,US095,323.36,001539,326.567,001539,11/9/2006,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71296,US095,326.617,001539,330.354,001539,11/9/2006,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71297,US095,330.354,001539,337.668,001539,11/9/2006,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71298,US095,337.668,001540,344.767,001540,11/9/2006,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71299,US095,344.767,006416,345.017,006416,9/14/2000,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71300,US095,345.051,001553,345.56,001553,9/14/2000,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71301,US095,345.48,001540,345.575,001540,9/14/2000,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71302,US095,345.575,001540,371.302,001540,11/15/2004,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71303,US095,371.302,001540,371.605,001540,11/15/2004,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71304,US095,371.605,001540,372.853,001540,11/15/2004,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71305,US095,372.929,001540,402.454,001540,10/31/2008,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71306,US095,403.847,001539,408.115,001539,10/31/2008,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71307,US095,408.115,001539,411.679,001539,10/31/2008,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71308,US095,411.679,001539,412.976,001539,10/31/2008,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71309,US095,412.976,001539,415.778,001539,10/10/2007,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71310,US095,415.778,001539,421.21,001539,9/28/2004,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71311,US095,421.21,001539,423.27,001539,9/2/2003,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71312,US095,423.27,001540,430.292,001540,8/20/2010,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71313,US095,430.292,001540,436.131,001540,8/20/2010,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71314,US095,436.131,001540,440.732,001540,6/1/2012,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71315,US095,440.732,001540,441.131,001540,11/1/2012,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71316,US095,441.131,026825,442.428,026825,11/1/2012,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71317,US095,442.428,001540,446.753,001540,11/1/2012,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71318,US095,446.753,001540,447.521,001540,8/20/2014,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71319,US095,447.521,001540,448.026,001540,8/20/2014,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71320,US095,448.026,026825,449.774,026825,8/20/2014,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71321,US095,449.774,001540,452.721,001540,8/20/2014,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71322,US095,452.796,001540,473.589,001540,8/20/2014,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71323,US095,473.589,015909,475.268,015909,7/27/2012,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71324,US095,475.268,015909,475.686,015909,11/13/2013,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71325,US095,475.686,A01540,477.023,A01540,11/13/2013,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71326,US095,475.869,025777,476.001,025777,7/27/2012,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71327,US095,476.001,001540,476.156,001540,11/13/2013,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71328,US095,476.156,D01540,477.491,D01540,11/13/2013,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71329,US095,477.506,001540,481.56,001540,11/13/2013,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71330,US095,481.56,016039,481.84,016039,7/24/1995,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71331,US095,481.84,001540,483.73,001540,7/24/1995,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71332,US095,483.73,016039,484.363,016039,12/18/2007,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71333,US095,484.374,001540,491.771,001540,6/22/2000,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71334,US095,491.771,001540,508.365,001540,6/22/2000,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71335,US095,508.365,027614,509.88,027614,6/22/2000,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71336,US095,509.927,001540,518.34,001540,6/22/2000,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71337,US095,518.34,016012,519.14,016012,7/24/1995,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71338,US095,519.25,001540,521.862,001540,11/4/2004,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71339,US095,521.862,030860,525.627,030860,11/4/2004,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71340,US095,525.971,001540,536.689,001540,10/23/2007,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71341,US095,536.816,025443,538.54,025443,10/23/2007,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71342,US095,538.54,001540,538.562,001540,10/23/2007,ITD District 1,3771,ITD District 1,3771,,SYSTEM,2014
71343,US095 B Cotton,254.82,001544,256.24,001544,11/13/2007,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71344,US095 B Craigm,271.787,001540,273.544,001540,4/2/2011,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71345,US095 B Winche,0,001545,4.021,001545,1/1/2010,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
71346,US095 Con 273 N ON,100,026746,100.173,026746,4/2/2011,ITD District 2,3782,ITD District 2,3782,,SYSTEM,2014
